gem_id,meaning_representation,target,references
viggo-train-4542,"request_explanation(esrb[M (for Mature)], rating[excellent], platforms[PlayStation])",What is it about M rated PlayStation games you love so much?,['What is it about M rated PlayStation games you love so much?']
viggo-train-4543,"request_explanation(esrb[M (for Mature)], rating[excellent], platforms[PlayStation])",Why do you think that M rated games available for the PlayStation tend to be so amazing?,['Why do you think that M rated games available for the PlayStation tend to be so amazing?']
viggo-train-4544,"request_explanation(esrb[M (for Mature)], rating[excellent], platforms[PlayStation])",Why are you such a big fan of all M rated games on the PlayStation?,['Why are you such a big fan of all M rated games on the PlayStation?']
viggo-train-4545,request(specifier[surprising]),What's a game whose quality you found surprising?,"[""What's a game whose quality you found surprising?""]"
viggo-train-4546,request(specifier[surprising]),Did you find any games really surprising when you first tried them?,['Did you find any games really surprising when you first tried them?']
viggo-train-4547,request(specifier[surprising]),What game turned out to be really surprising when you played it?,['What game turned out to be really surprising when you played it?']
viggo-train-4548,"inform(name[Tom Clancy's Splinter Cell: Chaos Theory], release_year[2005], developer[Ubisoft Montreal], esrb[M (for Mature)], genres[action, tactical], player_perspective[first person, third person], has_multiplayer[yes])",Tom Clancy's Splinter Cell: Chaos Theory by Ubisoft Montreal is an action-tactical multiplayer game. It came out in 2005 and is rated M (for Mature). It is set in both first person and third person.,"[""Tom Clancy's Splinter Cell: Chaos Theory by Ubisoft Montreal is an action-tactical multiplayer game. It came out in 2005 and is rated M (for Mature). It is set in both first person and third person.""]"
viggo-train-4549,"inform(name[Tom Clancy's Splinter Cell: Chaos Theory], release_year[2005], developer[Ubisoft Montreal], esrb[M (for Mature)], genres[action, tactical], player_perspective[first person, third person], has_multiplayer[yes])","In 2005 Ubisoft Montreal released Tom Clancy's Splinter Cell: Chaos Theory, a multiplayer tactical action game rated M (for Mature). It allows you to switch between first and third person view.","[""In 2005 Ubisoft Montreal released Tom Clancy's Splinter Cell: Chaos Theory, a multiplayer tactical action game rated M (for Mature). It allows you to switch between first and third person view.""]"
viggo-train-4550,"inform(name[Tom Clancy's Splinter Cell: Chaos Theory], release_year[2005], developer[Ubisoft Montreal], esrb[M (for Mature)], genres[action, tactical], player_perspective[first person, third person], has_multiplayer[yes])","Tom Clancy's Splinter Cell: Chaos Theory is a tactical action game by Ubisoft Montreal that was released in 2005. It supports both first person and third person game play, as well as multiplayer. It received an ESRB rating of M (for Mature).","[""Tom Clancy's Splinter Cell: Chaos Theory is a tactical action game by Ubisoft Montreal that was released in 2005. It supports both first person and third person game play, as well as multiplayer. It received an ESRB rating of M (for Mature).""]"
viggo-train-4551,"inform(name[Stronghold 2], developer[Firefly Studios], genres[real-time strategy, simulation], platforms[PC], has_linux_release[no], has_mac_release[no])","Stronghold 2 by Firefly Studios is a real-time strategy sim that is available on the PC. However, it does not have a Linux or Mac release.","['Stronghold 2 by Firefly Studios is a real-time strategy sim that is available on the PC. However, it does not have a Linux or Mac release.']"
viggo-train-4552,"inform(name[Stronghold 2], developer[Firefly Studios], genres[real-time strategy, simulation], platforms[PC], has_linux_release[no], has_mac_release[no])",Stronghold 2 by Firefly Studios is an RTS sim for PC. There are no Linux or Mac releases.,['Stronghold 2 by Firefly Studios is an RTS sim for PC. There are no Linux or Mac releases.']
viggo-train-4553,"inform(name[Stronghold 2], developer[Firefly Studios], genres[real-time strategy, simulation], platforms[PC], has_linux_release[no], has_mac_release[no])","Stronghold 2 by Firefly Studios is a real-time strategy simulation game for PC, but it is not supported on Linux or Mac.","['Stronghold 2 by Firefly Studios is a real-time strategy simulation game for PC, but it is not supported on Linux or Mac.']"
viggo-train-4554,"inform(name[Might & Magic: Heroes VI], release_year[2011], developer[Black Hole Entertainment], esrb[T (for Teen)], rating[average], genres[role-playing, turn-based strategy], player_perspective[bird view])","An option for a role-playing and turn-based strategy game would be Might & Magic: Heroes VI, which was released in 2011 with average ratings. The developer Black Hole Entertainment created the game with bird view perspective. It is rated T (for Teen).","['An option for a role-playing and turn-based strategy game would be Might & Magic: Heroes VI, which was released in 2011 with average ratings. The developer Black Hole Entertainment created the game with bird view perspective. It is rated T (for Teen).']"
viggo-train-4555,"inform(name[Might & Magic: Heroes VI], release_year[2011], developer[Black Hole Entertainment], esrb[T (for Teen)], rating[average], genres[role-playing, turn-based strategy], player_perspective[bird view])",The turn-based role-playing strategy game Might & Magic: Heroes VI by Black Hole Entertainment is considered an average game by reviewers. The bird view perspective video game was released in 2011 and rated T (for Teen).,['The turn-based role-playing strategy game Might & Magic: Heroes VI by Black Hole Entertainment is considered an average game by reviewers. The bird view perspective video game was released in 2011 and rated T (for Teen).']
viggo-train-4556,"inform(name[Might & Magic: Heroes VI], release_year[2011], developer[Black Hole Entertainment], esrb[T (for Teen)], rating[average], genres[role-playing, turn-based strategy], player_perspective[bird view])",Might & Magic: Heroes VI was released in 2011 by developer Black Hole Entertainment with an average rating. This bird view perspective game is rated T (for Teen) and was placed in the genre of role-playing and turn-based strategy.,['Might & Magic: Heroes VI was released in 2011 by developer Black Hole Entertainment with an average rating. This bird view perspective game is rated T (for Teen) and was placed in the genre of role-playing and turn-based strategy.']
viggo-train-4557,"inform(name[Tony Hawk's Pro Skater 3], developer[Neversoft Entertainment], genres[sport], platforms[PlayStation, Xbox, Nintendo, PC], available_on_steam[no], has_linux_release[no], has_mac_release[yes])","I recently played the sports game Tony Hawk's Pro Skater 3. It was made by the developer Neversoft Entertainment for PlayStation, Xbox, Nintendo, as well as PC via Steam. It was not released for Linux, but it has a Mac support.","[""I recently played the sports game Tony Hawk's Pro Skater 3. It was made by the developer Neversoft Entertainment for PlayStation, Xbox, Nintendo, as well as PC via Steam. It was not released for Linux, but it has a Mac support.""]"
viggo-train-4558,"inform(name[Tony Hawk's Pro Skater 3], developer[Neversoft Entertainment], genres[sport], platforms[PlayStation, Xbox, Nintendo, PC], available_on_steam[no], has_linux_release[no], has_mac_release[yes])","Tony Hawk's Pro Skater 3 by Neversoft Entertainment is a sports game. It is available on PlayStation, Xbox, Nintendo, and PC, and is supported on Mac. However, it is not on Linux and is not available on Steam.","[""Tony Hawk's Pro Skater 3 by Neversoft Entertainment is a sports game. It is available on PlayStation, Xbox, Nintendo, and PC, and is supported on Mac. However, it is not on Linux and is not available on Steam.""]"
viggo-train-4559,"inform(name[Tony Hawk's Pro Skater 3], developer[Neversoft Entertainment], genres[sport], platforms[PlayStation, Xbox, Nintendo, PC], available_on_steam[no], has_linux_release[no], has_mac_release[yes])","Tony Hawk's Pro Skater 3 is a sports game by Neversoft Entertainment for PlayStation, Xbox, Nintendo, and PC. This game is not available on Steam and cannot be played on Linux, but it can be played on Mac.","[""Tony Hawk's Pro Skater 3 is a sports game by Neversoft Entertainment for PlayStation, Xbox, Nintendo, and PC. This game is not available on Steam and cannot be played on Linux, but it can be played on Mac.""]"
viggo-train-4560,"inform(name[The Forest of Doom], release_year[2014], developer[Tin Man Games], rating[average], genres[role-playing, text adventure], has_multiplayer[no])","The Forest of Doom is a role-playing text adventure game released in 2014 by Tin Man Games. It has an average rating, but no multiplayer.","['The Forest of Doom is a role-playing text adventure game released in 2014 by Tin Man Games. It has an average rating, but no multiplayer.']"
